Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Label
ekotienda.com.mx,0,0,0,1,0,0,0,0,0,1,0,1,1
aladdinstar.com,0,0,0,1,0,0,0,0,0,1,0,1,1
request-remove-payee.com,0,0,0,2,0,0,0,1,0,1,0,0,1
bottlemessaliaprim.wixsite.com,0,0,0,1,0,0,0,0,0,1,0,1,1
veiligthuis.net,0,0,0,0,0,0,0,0,0,1,0,0,1
attemplate.com,0,0,1,2,0,0,0,0,0,1,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,0,0,0,1
avioni.ru,0,0,0,0,0,0,0,0,0,1,0,0,1
mixi.guru,0,0,0,0,0,0,0,0,0,1,0,0,1
kbmovers.co.za,0,0,0,2,0,0,0,0,0,1,1,1,1
recipientstop.com,0,0,0,0,0,0,0,0,0,1,0,0,1
netorgft7625533-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
sylviamclain-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1,1
148.66.129.253,0,0,1,1,0,0,0,0,0,1,1,1,1
surveyol.com,0,0,0,2,0,0,0,0,0,1,0,0,1
choicefranchiseadvisors.com,0,0,1,3,0,0,0,0,0,1,0,0,1
mms.tucsonhispanicchamber.net,0,0,1,4,0,0,0,0,0,1,0,1,1
m.olx.dostawa.services,0,0,0,0,0,0,0,0,0,1,0,0,1
telegra.ph,0,0,0,1,0,0,0,0,0,0,1,1,1
supportmediateam.com,0,0,0,0,0,0,0,0,0,1,0,0,1
hgscw.top,0,0,0,2,0,0,0,0,0,1,0,0,1
sknkhmlltctsdkkunawatwiqad-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
sandbox.plantstny.com,0,0,1,3,0,0,0,0,0,1,0,0,1
svmms.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,1
coinly.cz,0,0,1,2,0,0,0,0,1,1,1,1,1
unitus.mk.ua,0,0,1,11,0,0,0,0,0,1,1,0,1
alternatifklinik.com,0,0,0,0,0,0,0,0,0,1,0,0,1
pagamentofaturaflix.com,0,0,0,1,0,0,1,0,0,1,0,0,1
web.royale-freefire1garena-bonus.com,0,0,0,0,0,0,0,1,0,1,0,0,1
webmail.credit-suisse-capital.com,0,0,0,0,0,0,0,1,0,1,0,0,1
winnice.com.tr,0,0,0,3,0,0,0,0,0,1,0,1,1
certifiedsalty.com,0,0,1,6,0,0,0,0,0,1,0,1,1
sites.google.com,0,0,1,2,0,0,0,0,0,1,0,0,1
new1-paypal.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,0,0,0,1,1,1,1,1,1
kusoe.edu.np,0,0,0,4,0,0,0,0,0,1,1,1,1
wetter-volumes.000webhostapp.com,0,0,1,5,0,0,0,1,0,1,0,0,1
eharmonyservice.com,0,0,1,4,0,0,0,0,0,1,0,0,1
smediaphotography.com,0,0,0,0,0,0,0,0,0,1,0,0,1
smmdzen.ru,0,0,0,0,0,0,0,0,0,1,0,0,1
kokoalets.dx.am,0,0,0,1,0,0,0,0,0,1,1,1,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
alspect.com,0,0,1,8,0,0,1,0,0,1,0,0,1
arislm.com,0,0,0,2,0,0,0,0,0,1,0,0,1
olx.pl.safepay.icu,0,0,0,1,0,0,0,0,0,1,0,0,1
bexwebmailupdate.web.app,0,0,0,0,0,0,0,0,0,1,0,0,1
amazon.amazuo.icu,0,0,0,0,0,0,0,0,0,1,0,0,1
bitly.com,0,0,0,1,0,0,1,0,0,0,0,0,1
royalmail-delivery-auth.com,0,0,1,1,0,0,0,1,0,1,0,0,1
ww25.secure.runescape.com-k.in,0,0,0,0,0,0,0,1,0,1,0,1,1
eh5ko.csb.app,0,0,0,0,0,0,0,0,0,1,0,0,1
Deregister-unverified-seclloyd.com,0,0,0,0,0,0,0,1,0,1,0,0,1
chicagosafetyproducts.com,0,0,0,2,0,0,0,0,0,1,0,0,1
rb.gy,0,0,0,1,0,0,0,0,0,1,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,0,0,1
walletcloudconnect.com,0,0,0,1,0,0,1,0,0,1,0,0,1
protect-mylogindetails.com,0,0,0,0,0,0,0,1,0,1,0,0,1
playpal000.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
45.76.76.126,0,0,0,0,0,0,0,0,0,1,0,0,1
visadpsgiftcard.com,0,0,0,1,0,0,0,0,0,1,0,0,1
andreasales.mybigcommerce.com,0,0,0,1,0,0,0,0,0,1,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
faleupas.kissr.com,0,0,0,0,0,0,0,0,0,1,0,1,1
lemarchedelimmo.fr,0,0,1,6,0,0,0,0,0,1,0,1,1
doradoraki4you.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
souaxwaoh.myfreesites.net,0,0,0,0,0,0,0,0,0,1,0,0,1
free-gifts-pubgs.ml,0,0,0,0,0,0,0,1,0,1,1,1,1
vevobahisgirissite.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
xh1pl.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
squwpacece.com,0,0,0,0,0,0,0,0,0,1,0,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
codashopfree-ml3.hicam.net,0,0,0,2,0,0,0,1,0,1,0,0,1
tek.link,0,0,0,1,0,0,0,0,0,1,0,0,1
schizophrenia.today,0,0,0,2,0,0,0,0,0,1,0,1,1
myownrecords.rocks,0,0,1,5,0,0,0,0,0,1,0,1,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
hitsem.com,0,0,1,1,0,0,0,0,0,1,0,1,1
pgmm.club,0,0,0,1,0,0,0,0,0,1,0,0,1
professional-house-cleaning.ca,0,0,1,3,0,0,0,1,0,1,0,0,1
utilizzamps.com,0,0,0,0,0,0,0,0,0,1,0,0,1
dns-ssl.com,0,0,0,0,0,0,0,1,0,1,0,0,1
unlock-account.dynamic-dns.net,0,0,0,1,0,0,0,1,0,1,0,1,1
secure.runescape.com-oc.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
accounts.paxful.com.unissenseafrica.com,0,0,0,0,0,0,0,0,0,1,0,0,1
pornseks.zyns.com,0,0,0,1,0,0,0,0,0,1,0,0,1
kontoservice001.xyz,0,0,0,1,0,0,0,0,0,1,0,0,1
forgesmithvr.com,0,0,0,1,0,0,0,0,0,1,0,0,1
metamask.cloud,0,0,0,1,0,0,0,0,0,1,0,1,1
gmxcustomerteam.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,1
gm-forzza.com.mx,0,0,1,1,0,0,0,1,0,1,0,0,1
claim-reward05.hicam.net,0,0,0,2,0,0,0,1,0,1,0,0,1
southernpacker.co.in,0,0,0,2,0,0,0,0,0,1,0,1,1
blog.premiershop.com.br,0,0,0,2,0,0,0,0,0,1,1,1,1
device-process-security.com,0,0,0,0,0,0,0,1,0,1,0,0,1
grubmabarnotnoq.free-sakura.cf,0,0,0,1,0,0,0,1,0,1,1,1,1
offrekrysnetflix.servehttp.com,0,0,0,0,0,0,0,0,1,1,1,1,1
standingorder.support,0,0,0,1,0,0,0,0,0,1,0,0,1
noticepaymentattempts.com,0,0,1,2,0,0,0,0,0,1,0,0,1
pmbonline.unmuha.ac.id,0,0,0,3,0,0,0,0,0,1,0,0,1
signin01.kauf-eday.de,0,0,1,3,0,0,0,1,0,1,1,1,1
rebrand.ly,0,1,0,1,0,0,0,0,0,1,0,0,1
pgmm.club,0,0,0,1,0,0,0,0,0,1,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
loydsbank.co.uk-gb-mydevices.uk,0,0,0,0,0,0,0,1,0,1,0,0,1
quotes.solarflexion.com,0,0,1,3,0,0,0,0,0,1,0,0,1
lloydsbank.personal-payee-issue.com,0,0,0,1,0,0,0,1,0,1,0,0,1
karavella12.hop.ru,0,0,0,0,0,0,0,0,0,1,0,0,1
dexlerholdings.com,0,0,1,5,0,0,0,0,0,1,0,1,1
xn--gmal-sya.com,0,0,0,1,0,0,0,1,0,1,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1
starmak.com.tr,0,0,1,1,0,0,0,0,0,1,0,1,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1,1
loydsbank.co.uk-gb-mydevices.uk,0,0,0,1,0,0,0,1,0,1,0,0,1
mobilelegends.events.update.game-0.ga,0,0,1,2,0,0,0,1,0,1,1,1,1
mapadamente.com.br,0,0,0,0,0,0,0,0,0,1,1,1,1
servicefacture.blogspot.com,0,0,1,3,0,0,1,0,1,1,1,1,1
urlz.fr,0,0,1,1,0,0,0,0,0,0,0,0,1
3glite.wapka.co,0,0,0,0,0,0,0,0,0,1,0,0,1
beelightfood.com,0,0,1,3,0,0,0,0,0,1,0,1,1
suspfacebookcom-21591113.nightaway.ca,0,0,1,1,0,0,0,1,0,1,0,0,1
mcelman.com,0,0,1,7,0,0,0,0,0,1,0,0,1
stjosephs.org.au,0,0,0,1,0,0,0,0,0,1,1,1,1
secureunauthorisedpayments.com,0,0,0,1,0,0,0,0,0,1,0,0,1
secure-attempted-login.com,0,0,0,1,0,0,0,1,0,1,0,0,1
sucursapersonastransacionebancolombiaccomn.small-business-solutions.biz,0,0,1,0,0,0,0,1,0,1,1,1,1
canal-nantes-brest.fr,0,0,1,4,0,0,0,1,0,1,0,1,1
drcarmenmora.com,0,0,1,4,0,0,0,0,0,1,0,0,1
getmynosh.com,0,0,0,2,0,0,0,0,0,1,0,1,1
secure.runescape.com-ro.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
energygain.co.uk,0,0,0,1,0,0,0,0,0,1,0,0,1
suspfacebookcom-98239103.nightaway.ca,0,0,1,1,0,0,0,1,0,1,0,0,1
onedrive.live.com,0,0,1,0,0,0,0,0,0,1,0,0,1
139.191.122.34.bc.googleusercontent.com,0,0,1,2,0,0,1,0,0,1,0,0,1
sbi.mx,0,0,0,4,0,0,0,0,0,1,0,1,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
email302.com,0,0,1,3,0,0,0,0,0,1,0,1,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
royalmail.delivery-fee.com,0,0,0,0,0,0,0,1,0,1,0,0,1
ahmeddawod.com,0,0,1,6,0,0,0,0,0,1,0,0,1
arslanlogistics.com,0,0,0,3,0,0,0,0,0,1,0,0,1
000p6vl.wcomhost.com,0,0,1,3,0,0,1,0,0,1,0,0,1
stolizaparketa.ru,0,0,1,6,0,0,0,0,0,1,0,0,1
saltaconmigo.com,0,0,0,2,0,0,0,0,0,1,0,0,1
nwsecure-iproceed-icancel.com,0,0,0,1,0,0,0,1,0,1,0,0,1
ascent-scaffolding.co.uk,0,0,0,0,0,0,0,1,0,1,0,0,1
e-receipts.co,0,0,1,1,0,0,0,1,0,1,0,0,1
coastwholesaleappliances-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
dropmaster.info,0,0,1,2,0,0,0,0,0,1,0,1,1
royal-mail-parcel-support.com,0,0,0,0,0,0,1,1,0,1,0,0,1
royalmail-packagefees.com,0,0,1,1,0,0,0,1,0,1,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,0,0,1
lloydbank-securelogin.com,0,0,0,1,0,0,0,1,0,1,0,0,1
180betper.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
mailstoragesystems.s3.us-east.cloud-object-storage.appdomain.cloud,0,1,1,1,0,0,0,1,0,1,0,0,1
eventsisters.com,0,0,0,2,0,0,0,0,0,1,0,0,1
bbsuporteacesso24horas.com,0,0,0,0,0,0,0,0,0,1,0,0,1
freegsm.co,0,0,0,1,0,0,0,0,0,1,0,1,1
fure.magekessy.com,0,0,0,0,0,0,0,0,0,1,0,0,1
amaozn.co.jp.ufapi.com,0,0,0,1,0,0,0,0,0,1,0,1,1
royalmail-shipment-issue.com,0,0,1,1,0,0,0,1,0,1,0,0,1
baanvitaminsea.com,0,0,1,4,0,0,0,0,0,1,0,1,1
suspfacebookcom-25623011.nightaway.ca,0,0,1,1,0,0,0,1,0,1,0,0,1
pemblokiran.logindatafacebok.ml,0,0,0,1,0,0,0,0,0,1,1,1,1
royal.mailudpate.com,0,0,0,0,0,0,0,0,0,1,0,0,1
sconsumer.e-pagos.cl,0,0,0,1,0,0,0,1,0,1,0,0,1
jujo00obo2o234ungd3t8qjfcjrs3o6k-a-sites-opensocial.googleusercontent.com,0,0,1,2,1,0,1,1,0,1,0,0,1
unisonsouthayr.org.uk,0,0,0,0,0,0,0,0,0,1,0,1,1
transferpricing.firs.gov.ng,0,0,0,1,0,0,0,0,0,1,1,1,1
lloydbank-cancel-devicelinking-gb.com,0,0,1,1,0,0,0,1,0,1,0,0,1
securelloyd-connect-online.com,0,0,0,1,0,0,0,1,1,1,1,1,1
hs-giveaways.ca,0,0,0,1,0,0,0,1,0,1,0,0,1
amazon.co.jp.avfrenniomrhyaoilshers.ml,0,0,0,0,0,0,0,0,0,1,1,1,1
13.66.28.137,0,0,0,3,0,0,0,0,0,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
phdchiropractic.com,0,0,0,0,0,0,0,0,0,1,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1
temaquiomestodo.com,0,0,1,3,0,0,0,0,0,1,0,0,1
amazon-check-co-jp.s5p.top,0,0,0,0,0,0,0,1,0,1,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,0,0,1
info.lionnets.com,0,0,1,1,0,0,0,0,0,1,0,1,1
taozhupipi.com,0,0,1,2,0,0,0,0,0,1,0,1,1
joeypmemorialfoundation.com,0,0,1,5,0,0,0,0,0,1,0,1,1
gwisalltrack.com,0,0,1,2,0,0,0,0,0,1,0,0,1
kingnetitsys.wapka.website,0,0,0,0,0,0,0,0,0,1,1,1,1
deregister-payee.co.uk,0,0,0,0,0,0,0,1,0,1,0,0,1
services.runescape.com-oc.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
doctricant.com,0,0,1,2,0,0,1,0,0,1,0,1,1
sso.secureserver.net,0,0,1,3,0,0,0,0,0,1,0,0,1
synerquest.com,0,0,0,0,0,0,1,0,0,1,0,0,1
joeytorres.com,0,0,0,1,0,0,0,0,0,1,0,0,1
o2-billing-manage.com,0,0,1,2,0,0,0,1,0,1,0,0,1
mail.securelinkupresourcesreview.net,0,0,0,1,0,0,0,0,0,1,0,0,1
gcaiot.org,0,0,1,4,0,0,0,0,0,1,0,1,1
onlinebanking-manage.com,0,0,0,0,0,0,0,1,0,1,0,0,1
157.240.194.35,0,0,0,0,0,0,0,0,0,1,0,0,1
vvbzcdxbkprckhkctinikkisch-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,1,0,0,1
139.191.122.34.bc.googleusercontent.com,0,0,1,3,0,0,1,0,0,1,0,0,1
monirshouvo.github.io,0,0,0,1,0,0,0,0,0,1,1,1,1
parcel-id-updates.support,0,0,1,2,0,0,0,1,0,1,0,0,1
equalchances.org,0,0,0,4,0,0,0,0,0,1,0,0,1
payee-reviewonline.com,0,0,0,1,0,0,0,1,0,1,0,0,1
kurortnoye.com.ua,0,1,1,3,0,0,0,0,0,1,1,0,1
shareholds.com,0,0,1,2,0,0,0,0,0,1,0,1,1
rb.gy,0,0,0,1,0,0,0,0,0,1,0,0,1
dhlgpi.com,0,0,0,1,0,0,0,0,0,1,0,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1,1
vsmmnec.com,0,0,1,6,0,0,0,0,0,1,0,0,1
149.210.143.165,0,0,0,2,0,0,0,0,0,1,0,1,1
asadg43sdsa.appspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
covid2021onlyout.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
runescape.com-ca.ru,0,0,0,0,0,0,0,1,0,1,0,0,1
msqxknfbbfeoybiagqkipoxpyb-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
wishnquotes.com,0,0,1,4,0,0,0,0,0,1,0,0,1
wav-mp3-ogg.net,0,0,0,3,0,0,0,1,0,1,0,1,1
forms.gle,0,0,0,1,0,0,0,0,0,0,1,1,1
blog.weiwanjia.com,0,0,1,5,0,0,0,0,0,1,0,0,1
kontoservice004.xyz,0,0,1,2,0,0,0,0,0,1,0,0,1
betasusgirisimiz1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
revokenewpayee-lloyds.com,0,0,0,1,0,0,0,1,0,1,0,0,1
creation-creationact-215192311.atwebpages.com,0,0,1,1,0,0,0,1,0,1,0,1,1
alamdi.net,0,0,0,1,0,0,0,0,0,1,0,1,1
doctricant.com,0,0,1,2,0,0,1,0,0,1,0,1,1
sbi.mx,0,0,0,4,0,0,0,0,0,1,0,1,1
kuchkuchnights.com,0,0,1,1,0,0,0,0,0,1,0,0,1
zjgsyds.cn,0,0,1,1,1,0,0,0,0,1,0,1,1
expire-o2-planupdate.com,0,0,0,0,0,0,0,1,0,1,0,0,1
alamdi.net,0,0,0,1,0,0,0,0,0,1,0,1,1
fedexvoyager.com,0,0,0,0,0,0,0,0,0,1,0,0,1
irs-claim.com,0,0,0,0,0,0,0,1,0,1,0,0,1
package-updates.support,0,0,1,2,0,0,0,1,0,1,0,0,1
nocontent-rwowiwzp.velocityhub.com,0,0,1,1,0,0,0,1,0,1,0,1,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,3,0,0,0,1,0,1,0,0,1
mail.billingfailure-o2.com,0,0,0,2,0,0,0,1,0,1,0,0,1
mouadarrivalco.org,0,0,1,5,0,0,0,0,0,1,0,0,1
anjoe.com,0,0,0,3,0,0,0,0,0,1,0,0,1
loydsbank.co.uk-mydevices-gb.uk,0,0,0,1,0,0,0,1,0,1,0,0,1
tysflooring.com,0,0,0,2,0,0,0,0,0,1,0,0,1
paypal.com.service.id999.sorttheweb.com,0,0,1,2,0,0,0,0,0,1,0,0,1
sandengineer.com,0,0,1,6,1,0,0,0,0,1,0,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1,1
procurement.tevta.gop.pk,0,0,1,4,0,0,0,0,0,1,1,1,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,5,0,0,0,1,0,1,0,0,1
oehpwbfkkecjibkmxiuinkgzwg-dot-glossy-premise-306016.uk.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
allcryptex.com,0,0,0,0,0,0,1,0,0,1,0,0,1
sctrlgin.com,0,0,0,1,0,0,0,0,0,1,0,0,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,0,1,1
xfjjrmvqlfymgjbqipetmstgpt-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
40.124.123.123,0,0,0,3,0,0,0,0,0,1,1,1,1
xjup8.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
doapositioning.com,0,0,1,5,0,0,0,0,0,1,0,1,1
webdatamltrainingdiag842.blob.core.windows.net,0,0,1,2,0,0,0,0,0,1,0,1,1
pastelink.net,0,0,0,1,0,0,0,0,0,0,0,0,1
work-96945101workplace.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0,1
linkedforensics.com,0,0,0,2,0,0,0,0,0,1,0,1,1
nw-securedfailure.com,0,0,0,0,0,0,0,1,0,1,0,0,1
secure273.inmotionhosting.com,0,0,1,5,0,0,0,0,0,1,0,0,1
mobile-portail.live,0,0,1,3,0,0,0,1,0,1,1,1,1
lms.potak.ir,0,1,1,3,0,0,0,0,0,1,1,1,1
india-cosme-shop.com,0,0,1,4,0,0,0,1,0,1,0,0,1
smmdzen.ru,0,0,0,0,0,0,0,0,0,1,0,0,1
securegoodatt.weebly.com,0,0,0,0,0,0,0,0,0,1,0,1,1
ymteeapalnjhccmtnhzgretnvr-dot-glossy-premise-306016.uk.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
hsbcinfo.com,0,0,0,0,0,0,0,0,0,1,0,0,1
besthomeworkhelp.org,0,0,1,2,0,0,0,0,0,1,0,0,1
viktorsuarez.es,0,0,0,1,0,0,0,0,0,1,1,1,1
email302.com,0,0,1,6,0,0,0,0,0,1,0,1,1
it.melnikhotels.com,0,0,1,10,0,0,0,0,0,1,0,0,1
security-confirmmytransfer.com,0,0,0,1,0,0,0,1,0,1,0,0,1
xju3s.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
kbmovers.co.za,0,0,0,2,0,0,0,0,0,1,1,1,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
billingfailure-o2-update.com,0,0,1,2,0,0,0,1,0,1,0,0,1
bsbrtrust.in,0,0,1,1,0,0,0,0,0,1,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,0,0,1
verifikasi-facebook.wixsite.com,0,0,0,1,0,0,0,1,0,1,0,1,1
sportcareers.ph,0,0,1,3,0,0,0,0,0,1,1,1,1
agentibuggiani.com,0,0,0,3,0,0,0,0,0,1,0,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1
doclab-console-auth.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1
glennmanuel.com,0,0,0,3,0,0,0,0,0,1,0,0,1
royal-mail-delivery-uk.com,0,0,1,1,0,0,0,1,0,1,0,0,1
absab.webnode.com,0,0,0,0,0,0,0,0,0,1,0,0,1
my02billing.dev,0,0,0,0,0,0,0,0,0,1,0,0,1
durafast.shoplo.com,0,0,0,0,0,0,0,0,0,1,0,1,1
myroyalmail-delivery-fees.com,0,0,1,1,0,0,0,1,0,1,0,0,1
pranavks.github.io,0,0,0,1,0,0,0,0,0,1,1,1,1
photographybyallen.com,0,0,1,5,0,0,0,0,0,1,0,0,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
vbozlubquasoodkeczwekrwtef-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
ht.ly,0,0,0,1,0,0,0,0,0,1,0,1,1
onlinedraws.com,0,0,0,1,0,0,0,0,1,1,1,1,1
security-verifypayments.com,0,0,0,1,0,0,0,1,0,1,0,0,1
xrxh1.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
360autodisplayusa.com,0,0,1,3,0,0,0,0,0,1,0,0,1
unauthorised-payeerequested.com,0,0,0,1,0,0,0,1,0,1,0,0,1
doz.tode.cz,0,0,0,0,0,0,0,0,0,1,0,0,1
newsonghannover.org,0,0,1,4,0,0,0,0,0,1,0,1,1
bimdur.com,0,0,1,4,0,0,0,0,0,1,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
turningpointyogawithjacki.com,0,0,0,0,0,0,0,0,0,1,0,1,1
app.box.com,0,0,1,2,0,0,1,0,0,1,0,0,1
littleelmapartments.com,0,0,1,6,0,0,0,0,0,1,0,1,1
sgcampaignn.com,0,0,0,0,0,0,0,0,1,1,1,1,1
odhikar.com,0,1,1,3,0,0,0,0,0,1,0,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
superbahisgir12.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
metamask.cloud,0,0,0,0,0,0,0,0,0,1,0,1,1
xn--bay-5la.com.3676239199.com,0,0,0,1,0,0,0,1,0,1,0,0,1
courageelegant.com,0,0,0,1,0,0,1,0,0,1,0,1,1
oncopharma-ae.com,0,0,0,2,0,0,0,1,0,1,0,0,1
pgevmp.getenjoyment.net,0,0,0,1,0,0,0,0,0,1,0,1,1
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,1,0,0,1
santoshwomencarehospital.com,0,0,1,2,0,0,0,0,0,1,0,0,1
bdsfa.sharepoint.com,0,0,1,3,0,0,1,0,0,1,0,1,1
recentlyproject13.000webhostapp.com,0,0,1,3,0,0,0,0,0,1,0,0,1
recso.org,0,0,0,2,0,0,0,0,0,1,0,0,1
security.hs-online-reviewpaym.com,0,0,0,0,0,0,0,1,0,1,0,0,1
dexlerholdings.com,0,0,1,5,0,0,0,0,0,1,0,1,1
sqmae.com,0,0,0,2,0,0,0,0,0,1,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
email302.com,0,0,1,6,0,0,0,0,0,1,0,1,1
declined-myaccount.com,0,0,0,0,0,0,1,1,0,1,0,0,1
logbromw.com,0,1,1,6,0,0,0,0,0,1,0,0,1
santoshwomencarehospital.com,0,0,1,4,0,0,0,0,0,1,0,0,1
itau.riweb.com.br,0,0,1,2,0,0,0,0,0,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
grup-whatshapproplayer.garenafreefire-newbeginning.com,0,0,1,1,0,0,0,1,0,1,0,0,1
1drv.ms,0,0,1,2,0,0,0,0,0,1,0,1,1
tabac-lemarcus.fr,0,0,0,1,0,0,0,1,0,1,0,0,1
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,0,0,1
139.191.122.34.bc.googleusercontent.com,0,0,1,3,0,0,1,0,0,1,0,0,1
amazon-check-co-jp.n5a.top,0,0,0,0,0,0,0,1,0,1,0,0,1
services.runescape.com-vzla.ru,0,0,0,0,0,0,0,1,0,1,0,0,1
cookeandkelvey.com,0,0,1,6,0,0,0,0,0,1,0,0,1
lloyds-paymentsfailed.co.uk,0,0,0,0,0,0,0,1,0,1,0,0,1
houseoftiresbcs.com,0,0,1,5,0,0,0,0,0,1,0,0,1
procurement.mcot.net,0,0,0,2,0,0,0,0,0,1,0,1,1
wengler-group.com,0,0,1,3,0,0,0,1,0,1,0,1,1
de-sicherheitsabschlussprozess32654.xyz,0,0,1,2,0,0,0,1,0,1,0,1,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
it-friedli.ch,0,0,1,3,0,0,0,1,0,1,1,1,1
westportvillagegallery.com,0,0,0,0,0,0,0,0,0,1,0,0,1
mail.netflixpartycanada.com,0,0,0,0,0,0,0,0,0,1,0,0,1
nelsonjustus.com.br,0,0,0,0,0,0,0,0,0,1,1,1,1
identifiez-vous390.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,1,1
fondoriesgoslaborales.gov.co,0,0,1,4,0,0,0,0,0,1,0,0,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,0,1,1,1,1
venex-ca.com,0,0,0,1,0,0,0,1,0,1,0,0,1
roldanlogistica2-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
redeliveryuk-rm.com,0,0,1,1,0,0,0,1,0,1,0,0,1
coinly.cz,0,0,1,2,0,0,0,0,1,1,1,1,1
cdn.via.com,0,0,1,7,0,0,0,0,0,1,0,0,1
heylink.me,0,0,0,1,0,0,1,0,0,0,0,0,1
